settlement_id,payment_id,order_ref,line_type,gross,fee,tax,net,instrument,settled_on,utr
STL0002574,pay0000000a0e,ORD0002574,payment,6272.97,125.46,22.58,6124.93,card_debit,2026-01-17,UTR202601170001
STL0002575,pay0000000a0f,ORD0002575,payment,7222.68,144.45,26.00,7052.23,card_credit,2026-01-13,UTR202601130001
STL0002576,pay0000000a10,ORD0002576,payment,5802.61,116.05,20.89,5665.67,wallet,2026-01-13,UTR202601130001
STL0002577,pay0000000a11,ORD0002577,payment,1234.04,24.68,4.44,1204.92,card_debit,2026-01-25,UTR202601250001
STL0002578,pay0000000a12,ORD0002578,payment,6647.14,132.94,23.93,6490.27,netbanking,2026-01-30,UTR202601300001
STL0002579,pay0000000a13,ORD0002579,payment,4111.54,82.23,14.80,4014.51,netbanking,2026-01-19,UTR202601190001
STL0002580,pay0000000a14,ORD0002580,payment,1539.48,30.79,5.54,1503.15,netbanking,2026-01-10,UTR202601100001
STL0002581,pay0000000a15,ORD0002581,payment,4126.75,82.54,14.86,4029.35,netbanking,2026-01-03,UTR202601030001
STL0002582,pay0000000a16,ORD0002582,payment,5778.92,115.58,20.80,5642.54,netbanking,2026-01-22,UTR202601220001
STL0002583,pay0000000a17,ORD0002583,payment,539.70,10.79,1.94,526.97,netbanking,2026-01-15,UTR202601150001
STL0002584,pay0000000a18,ORD0002584,payment,3288.53,65.77,11.84,3210.92,card_credit,2026-01-05,UTR202601050001
STL0002585,pay0000000a19,ORD0002585,payment,576.49,11.53,2.08,562.88,wallet,2026-01-03,UTR202601030001
STL0002586,pay0000000a1a,ORD0002586,payment,1341.11,26.82,4.83,1309.46,netbanking,2026-01-29,UTR202601290001
STL0002587,pay0000000a1b,ORD0002587,payment,9351.07,187.02,33.66,9130.39,card_credit,2026-01-23,UTR202601230001
STL0002588,pay0000000a1c,ORD0002588,payment,7550.25,151.01,27.18,7372.06,card_debit,2026-01-10,UTR202601100001
STL0002589,pay0000000a1d,ORD0002589,payment,6334.84,126.70,22.81,6185.33,card_credit,2026-01-22,UTR202601220001
STL0002590,pay0000000a1e,ORD0002590,payment,1595.72,31.91,5.74,1558.07,card_debit,2026-01-02,UTR202601020001
STL0002591,pay0000000a1f,ORD0002591,payment,8657.00,173.14,31.17,8452.69,upi,2026-01-16,UTR202601160001
STL0002592,pay0000000a20,ORD0002592,payment,961.06,19.22,3.46,938.38,upi,2026-01-21,UTR202601210001
STL0002592X,,,adjustment,149.81,0.00,0.00,149.81,upi,2026-01-21,UTR202601210001
STL0002593,pay0000000a21,ORD0002593,payment,2542.81,50.86,9.15,2482.80,card_debit,2026-01-16,UTR202601160001
STL0002594,pay0000000a22,ORD0002594,payment,38.22,0.76,0.14,37.32,wallet,2026-01-11,UTR202601110001
STL0002595,pay0000000a23,ORD0002595,payment,4683.38,93.67,16.86,4572.85,netbanking,2026-01-08,UTR202601080001
STL0002596,pay0000000a24,ORD0002596,payment,4645.23,92.90,16.72,4535.61,netbanking,2026-01-08,UTR202601080001
STL0002596X,,,chargeback,-139.43,0.00,0.00,-139.43,netbanking,2026-01-08,UTR202601080001
STL0002597,pay0000000a25,ORD0002597,payment,9251.40,185.03,33.31,9033.06,card_credit,2026-01-25,UTR202601250001
STL0002598,pay0000000a26,ORD0002598,payment,5237.73,104.75,18.86,5114.12,wallet,2026-01-19,UTR202601190001
STL0002599,pay0000000a27,ORD0002599,payment,1520.35,30.41,5.47,1484.47,netbanking,2026-01-26,UTR202601260001
STL0002600,pay0000000a28,ORD0002600,payment,4241.31,84.83,15.27,4141.21,netbanking,2026-01-09,UTR202601090001
STL0002601,pay0000000a29,ORD0002601,payment,7501.62,150.03,27.01,7324.58,netbanking,2026-01-13,UTR202601130001
STL0002602,pay0000000a2a,ORD0002602,payment,7203.39,144.07,25.93,7033.39,upi,2026-01-22,UTR202601220001
STL0002603,pay0000000a2b,ORD0002603,payment,8394.66,167.89,30.22,8196.55,card_credit,2026-01-03,UTR202601030001
STL0002604,pay0000000a2c,ORD0002604,payment,5153.06,103.06,18.55,5031.45,upi,2026-01-16,UTR202601160001
STL0002605,pay0000000a2d,ORD0002605,payment,3656.45,73.13,13.16,3570.16,netbanking,2026-01-10,UTR202601100001
STL0002606,pay0000000a2e,ORD0002606,payment,2302.81,46.06,8.29,2248.46,card_debit,2026-01-22,UTR202601220001
STL0002607,pay0000000a2f,ORD0002607,payment,4004.73,80.09,14.42,3910.22,upi,2026-01-13,UTR202601130001
STL0002608,pay0000000a30,ORD0002608,payment,1669.65,33.39,6.01,1630.25,wallet,2026-01-04,UTR202601040001
STL0002609,pay0000000a31,ORD0002609,payment,4756.10,95.12,17.12,4643.86,card_credit,2026-01-07,UTR202601070001
STL0002610,pay0000000a32,ORD0002610,payment,1955.56,39.11,7.04,1909.41,wallet,2026-01-09,UTR202601090001
STL0002610X,,,adjustment,411.94,0.00,0.00,411.94,wallet,2026-01-09,UTR202601090001
STL0002611,pay0000000a33,ORD0002611,payment,551.79,11.04,1.99,538.76,netbanking,2026-01-22,UTR202601220001
STL0002612,pay0000000a34,ORD0002612,payment,9388.93,187.78,33.80,9167.35,wallet,2026-01-07,UTR202601070001
STL0002613,pay0000000a35,ORD0002613,payment,711.55,14.23,2.56,694.76,wallet,2026-01-26,UTR202601260001
STL0002614,pay0000000a36,ORD0002614,payment,4855.05,97.10,17.48,4740.47,card_debit,2026-01-19,UTR202601190001
STL0002615,pay0000000a37,ORD0002615,payment,1963.81,39.28,7.07,1917.46,card_credit,2026-01-09,UTR202601090001
STL0002616,pay0000000a38,ORD0002616,payment,222.24,4.44,0.80,217.00,netbanking,2026-01-18,UTR202601180001
STL0002617,pay0000000a39,ORD0002617,payment,511.92,10.24,1.84,499.84,card_debit,2026-01-17,UTR202601170001
STL0002618,pay0000000a3a,ORD0002618,payment,8753.05,175.06,31.51,8546.48,netbanking,2026-01-13,UTR202601130001
STL0002619,pay0000000a3b,ORD0002619,payment,1157.13,23.14,4.17,1129.82,wallet,2026-01-26,UTR202601260001
STL0002620,pay0000000a3c,ORD0002620,payment,708.32,14.17,2.55,691.60,netbanking,2026-01-15,UTR202601150001
STL0002621,pay0000000a3d,ORD0002621,payment,5142.56,102.85,18.51,5021.20,netbanking,2026-01-25,UTR202601250001
STL0002622,pay0000000a3e,ORD0002622,payment,4897.86,97.96,17.63,4782.27,wallet,2026-01-24,UTR202601240001
STL0002623,pay0000000a3f,ORD0002623,payment,7862.43,157.25,28.31,7676.87,card_debit,2026-01-15,UTR202601150001
STL0002624,pay0000000a40,ORD0002624,payment,5245.01,104.90,18.88,5121.23,wallet,2026-01-06,UTR202601060001
STL0002625,pay0000000a41,ORD0002625,payment,8833.44,176.67,31.80,8624.97,netbanking,2026-01-12,UTR202601120001
STL0002626,pay0000000a42,ORD0002626,payment,3922.72,78.45,14.12,3830.15,upi,2026-01-02,UTR202601020001
STL0002627,pay0000000a43,ORD0002627,payment,8132.21,162.64,29.28,7940.29,card_debit,2026-01-24,UTR202601240001
STL0002628,pay0000000a44,ORD0002628,payment,3171.40,63.43,11.42,3096.55,card_debit,2026-01-14,UTR202601140001
STL0002629,pay0000000a45,ORD0002629,payment,2657.05,53.14,9.57,2594.34,netbanking,2026-01-19,UTR202601190001
STL0002630,pay0000000a46,ORD0002630,payment,2151.35,43.03,7.75,2100.57,card_debit,2026-01-16,UTR202601160001
STL0002631,pay0000000a47,ORD0002631,payment,9411.13,188.22,33.88,9189.03,upi,2026-01-23,UTR202601230001
STL0002632,pay0000000a48,ORD0002632,payment,9540.66,190.81,34.35,9315.50,card_credit,2026-01-16,UTR202601160001
STL0002633,pay0000000a49,ORD0002633,payment,5379.59,107.59,19.37,5252.63,upi,2026-01-20,UTR202601200001
STL0002634,pay0000000a4a,ORD0002634,payment,2033.77,40.68,7.32,1985.77,upi,2026-01-11,UTR202601110001
STL0002635,pay0000000a4b,ORD0002635,payment,7461.47,149.23,26.86,7285.38,wallet,2026-01-19,UTR202601190001
STL0002636,pay0000000a4c,ORD0002636,payment,5469.03,109.38,19.69,5339.96,card_credit,2026-01-14,UTR202601140001
STL0002637,pay0000000a4d,ORD0002637,payment,4831.50,96.63,17.39,4717.48,upi,2026-01-14,UTR202601140001
STL0002638,pay0000000a4e,ORD0002638,payment,6145.68,122.91,22.12,6000.65,netbanking,2026-01-06,UTR202601060001
STL0002639,pay0000000a4f,ORD0002639,payment,384.12,7.68,1.38,375.06,netbanking,2026-01-23,UTR202601230001
STL0002640,pay0000000a50,ORD0002640,payment,7494.67,338.01,26.98,7129.68,card_debit,2026-01-16,UTR202601160001
STL0002641,pay0000000a51,ORD0002641,payment,2314.35,46.29,8.33,2259.73,card_debit,2026-01-03,UTR202601030001
STL0002642,pay0000000a52,ORD0002642,payment,5974.48,119.49,21.51,5833.48,netbanking,2026-01-08,UTR202601080001
STL0002643,pay0000000a53,ORD0002643,payment,2680.41,53.61,9.65,2617.15,upi,2026-01-08,UTR202601080001
STL0002644,pay0000000a54,ORD0002644,payment,5066.10,101.32,18.24,4946.54,card_debit,2026-01-28,UTR202601280001
STL0002645,pay0000000a55,ORD0002645,payment,5179.53,103.59,18.65,5057.29,card_credit,2026-01-06,UTR202601060001
STL0002646,pay0000000a56,ORD0002646,payment,3906.92,78.14,14.07,3814.71,wallet,2026-01-19,UTR202601190001
STL0002647,pay0000000a57,ORD0002647,payment,8544.39,170.89,30.76,8342.74,card_credit,2026-01-27,UTR202601270001
STL0002648,pay0000000a58,ORD0002648,payment,7006.88,140.14,25.23,6841.51,wallet,2026-01-24,UTR202601240001
STL0002649,pay0000000a59,ORD0002649,payment,2577.12,51.54,9.28,2516.30,card_credit,2026-01-10,UTR202601100001
STL0002650,pay0000000a5a,ORD0002650,payment,5340.52,106.81,19.23,5214.48,upi,2026-01-12,UTR202601120001
STL0002651,pay0000000a5b,ORD0002651,payment,3154.31,63.09,11.36,3079.86,wallet,2026-01-27,UTR202601270001
STL0002652,pay0000000a5c,ORD0002652,payment,8220.34,164.41,29.59,8026.34,upi,2026-01-09,UTR202601090001
STL0002653,pay0000000a5d,ORD0002653,payment,5309.15,106.18,19.11,5183.86,netbanking,2026-01-14,UTR202601140001
STL0002654,pay0000000a5e,ORD0002654,payment,3141.12,62.82,11.31,3066.99,netbanking,2026-01-06,UTR202601060001
STL0002655,pay0000000a5f,ORD0002655,payment,6955.82,139.12,25.04,6791.66,netbanking,2026-01-04,UTR202601040001
STL0002656,pay0000000a60,ORD0002656,payment,4536.60,90.73,16.33,4429.54,card_credit,2026-01-06,UTR202601060001
STL0002657,pay0000000a61,ORD0002657,payment,1244.69,24.89,4.48,1215.32,netbanking,2026-01-12,UTR202601120001
STL0002658,pay0000000a62,ORD0002658,payment,4255.06,85.10,15.32,4154.64,wallet,2026-01-15,UTR202601150001
STL0002659,pay0000000a63,ORD0002659,payment,3529.38,70.59,12.71,3446.08,upi,2026-01-08,
STL0002660,pay0000000a64,ORD0002660,payment,7737.51,154.75,27.86,7554.90,netbanking,2026-01-03,UTR202601030001
STL0002661,pay0000000a65,ORD0002661,payment,9802.62,196.05,35.29,9571.28,netbanking,2026-01-27,UTR202601270001
STL0002662,pay0000000a66,ORD0002662,payment,1404.67,28.09,5.06,1371.52,card_credit,2026-01-13,UTR202601130001
STL0002663,,,payment,922.71,18.45,3.32,900.94,card_credit,2026-01-04,UTR202601040001
STL0002664,pay0000000a68,ORD0002664,payment,868.45,17.37,3.13,847.95,card_debit,2026-01-03,UTR202601030001
STL0002665,pay0000000a69,ORD0002665,payment,8647.26,172.95,31.13,8443.18,card_credit,2026-01-19,UTR202601190001
STL0002666,pay0000000a6a,ORD0002666,payment,5521.42,110.43,19.88,5391.11,netbanking,2026-01-04,UTR202601040001
STL0002667,pay0000000a6b,ORD0002667,payment,2731.11,54.62,9.83,2666.66,wallet,2026-01-08,UTR202601080001
STL0002668,pay0000000a6c,ORD0002668,payment,2979.77,59.60,10.73,2909.44,card_debit,2026-01-04,UTR202601040001
STL0002669,pay0000000a6d,ORD0002669,payment,8501.30,170.03,30.61,8300.66,card_credit,2026-01-17,UTR202601170001
STL0002670,pay0000000a6e,ORD0002670,payment,8547.09,170.94,30.77,8345.38,card_credit,2026-01-14,UTR202601140001
STL0002671,pay0000000a6f,ORD0002671,payment,2212.74,44.25,7.97,2160.52,card_debit,2026-01-11,
STL0002672,pay0000000a70,ORD0002672,payment,9181.52,183.63,33.05,8964.84,card_debit,2026-01-06,UTR202601060001
STL0002673,pay0000000a71,ORD0002673,payment,775.09,15.50,2.79,756.80,wallet,2026-01-12,UTR202601120001
STL0002674,pay0000000a72,ORD0002674,payment,5054.90,101.10,18.20,4935.60,wallet,2026-01-17,UTR202601170001
STL0002675,pay0000000a73,ORD0002675,payment,3177.42,63.55,11.44,3102.43,upi,2026-01-25,UTR202601250001
STL0002676,pay0000000a74,ORD0002676,payment,4102.77,82.06,14.77,4005.94,upi,2026-01-08,UTR202601080001
STL0002677,pay0000000a75,ORD0002677,payment,8431.64,168.63,30.35,8232.66,netbanking,2026-01-11,UTR202601110001
STL0002678,pay0000000a76,ORD0002678,payment,4172.98,83.46,15.02,4074.50,card_credit,2026-01-27,UTR202601270001
STL0002679,pay0000000a77,ORD0002679,payment,7422.46,148.45,26.72,7247.29,card_debit,2026-01-17,UTR202601170001
STL0002679X,,,chargeback,-169.23,0.00,0.00,-169.23,card_debit,2026-01-17,UTR202601170001
STL0002681,pay0000000a79,ORD0002681,payment,5381.93,107.64,19.38,5254.91,card_debit,2026-01-21,UTR202601210001
STL0002682,pay0000000a7a,ORD0002682,payment,8088.05,161.76,29.12,7897.17,wallet,2026-01-03,UTR202601030001
STL0002683,pay0000000a7b,ORD0002683,payment,33.70,0.67,0.12,32.91,card_debit,2026-01-07,UTR202601070001
STL0002684,pay0000000a7c,ORD0002684,payment,3491.70,69.83,12.57,3409.30,netbanking,2026-01-25,UTR202601250001
STL0002685,pay0000000a7d,ORD0002685,payment,6196.71,123.93,22.31,6050.47,upi,2026-01-23,UTR202601230001
STL0002686,pay0000000a7e,ORD0002686,payment,7545.38,150.91,27.16,7367.31,upi,2026-01-21,UTR202601210001
STL0002687,pay0000000a7f,ORD0002687,payment,192.85,3.86,0.69,188.30,netbanking,2026-01-16,UTR202601160001
STL0002688,pay0000000a80,ORD0002688,payment,6388.31,127.77,23.00,6237.54,wallet,2026-01-21,UTR202601210001
STL0002689,pay0000000a81,ORD0002689,payment,2780.58,55.61,10.01,2714.96,wallet,2026-01-11,UTR202601110001
STL0002690,pay0000000a82,ORD0002690,payment,2787.56,55.75,10.04,2721.77,card_debit,2026-01-02,UTR202601020001
STL0002691,pay0000000a83,ORD0002691,payment,4715.72,94.31,16.98,4604.43,upi,2026-01-10,UTR202601100001
STL0002692,pay0000000a84,ORD0002692,payment,8418.68,168.37,30.31,8220.00,netbanking,2026-01-29,UTR202601290001
STL0002692X,,,adjustment,485.21,0.00,0.00,485.21,netbanking,2026-01-29,UTR202601290001
STL0002693,pay0000000a85,ORD0002693,payment,8337.29,166.75,30.02,8140.52,upi,2026-01-28,UTR202601280001
STL0002694,pay0000000a86,ORD0002694,payment,6088.58,121.77,21.92,5944.89,card_debit,2026-01-08,UTR202601080001
STL0002695,pay0000000a87,ORD0002695,payment,4084.23,81.68,14.70,3987.85,card_debit,2026-01-21,UTR202601210001
STL0002696,pay0000000a88,ORD0002696,payment,3452.45,69.05,12.43,3370.97,upi,2026-01-22,UTR202601220001
STL0002697,pay0000000a89,ORD0002697,payment,7863.13,157.26,28.31,7677.56,card_credit,2026-01-27,UTR202601270001
STL0002698,pay0000000a8a,ORD0002698,payment,4362.62,87.25,15.71,4259.66,card_debit,2026-01-09,UTR202601090001
STL0002699,pay0000000a8b,ORD0002699,payment,8027.57,160.55,28.90,7838.12,wallet,2026-01-13,UTR202601130001
STL0002700,pay0000000a8c,ORD0002700,payment,804.28,16.09,2.90,785.29,card_debit,2026-01-06,UTR202601060001
STL0002700X,,,chargeback,-181.98,0.00,0.00,-181.98,card_debit,2026-01-06,UTR202601060001
STL0002701,pay0000000a8d,ORD0002701,payment,1881.64,37.63,6.77,1837.24,wallet,2026-01-05,UTR202601050001
STL0002702,pay0000000a8e,ORD0002702,payment,8179.04,163.58,29.44,7986.02,netbanking,2026-01-19,UTR202601190001
STL0002703,pay0000000a8f,ORD0002703,payment,2923.19,58.46,10.52,2854.21,card_credit,2026-01-27,UTR202601270001
STL0002704,pay0000000a90,ORD0002704,payment,8462.83,169.26,30.47,8263.10,wallet,2026-01-08,UTR202601080001
STL0002705,pay0000000a91,ORD0002705,payment,8323.45,166.47,29.96,8127.02,card_debit,2026-01-26,UTR202601260001
STL0002706,pay0000000a92,ORD0002706,payment,5479.47,109.59,19.73,5350.15,card_credit,2026-01-30,UTR202601300001
STL0002706X,,,adjustment,288.37,0.00,0.00,288.37,card_credit,2026-01-30,UTR202601300001
STL0002707,pay0000000a93,ORD0002707,payment,1091.00,21.82,3.93,1065.25,card_debit,2026-01-28,UTR202601280001
STL0002708,pay0000000a94,ORD0002708,payment,6517.44,130.35,23.46,6363.63,upi,2026-01-24,UTR202601240001
STL0002709,pay0000000a95,ORD0002709,payment,7813.23,156.26,28.13,7628.84,netbanking,2026-01-10,UTR202601100001
STL0002710,pay0000000a96,ORD0002710,payment,3872.89,228.50,13.94,3630.45,card_debit,2026-01-09,UTR202601090001
STL0002711,pay0000000a97,ORD0002711,payment,9797.86,195.96,35.27,9566.63,upi,2026-01-15,UTR202601150001
STL0002712,pay0000000a98,ORD0002712,payment,9043.79,180.88,32.56,8830.35,wallet,2026-01-16,UTR202601160001
STL0002713,pay0000000a99,ORD0002713,payment,8038.40,160.77,28.94,7848.69,wallet,2026-01-06,UTR202601060001
STL0002714,pay0000000a9a,ORD0002714,payment,7616.65,152.33,27.42,7436.90,upi,2026-01-28,UTR202601280001
STL0002715,pay0000000a9b,ORD0002715,payment,6695.75,133.92,24.11,6537.72,netbanking,2026-01-14,UTR202601140001
STL0002716,pay0000000a9c,ORD0002716,payment,9008.67,180.17,32.43,8796.07,card_debit,2026-01-07,UTR202601070001
STL0002717,pay0000000a9d,ORD0002717,payment,8558.16,171.16,30.81,8356.19,netbanking,2026-01-15,UTR202601150001
STL0002718,pay0000000a9e,ORD0002718,payment,5572.54,111.45,20.06,5441.03,card_credit,2026-01-14,UTR202601140001
STL0002719,pay0000000a9f,ORD0002719,payment,279.17,5.58,1.00,272.59,upi,2026-01-13,UTR202601130001
STL0002720,pay0000000aa0,ORD0002720,payment,9771.54,195.43,35.18,9540.93,upi,2026-01-18,UTR202601180001
STL0002721,pay0000000aa1,ORD0002721,payment,8058.05,161.16,29.01,7867.88,card_debit,2026-01-12,UTR202601120001
STL0002722,pay0000000aa2,ORD0002722,payment,6110.10,122.20,22.00,5965.90,card_credit,2026-01-27,UTR202601270001
STL0002723,pay0000000aa3,ORD0002723,payment,7980.82,159.62,28.73,7792.47,wallet,2026-01-21,UTR202601210001
STL0002724,pay0000000aa4,ORD0002724,payment,9130.76,246.54,32.87,8851.35,card_credit,2026-01-26,UTR202601260001
STL0002725,pay0000000aa5,ORD0002725,payment,3275.42,65.51,11.79,3198.12,card_credit,2026-01-16,UTR202601160001
STL0002726,pay0000000aa6,ORD0002726,payment,1440.41,28.81,5.19,1406.41,upi,2026-01-04,UTR202601040001
STL0002727,pay0000000aa7,ORD0002727,payment,450.90,9.02,1.62,440.26,upi,2026-01-19,UTR202601190001
STL0002728,pay0000000aa8,ORD0002728,payment,6200.55,124.01,22.32,6054.22,card_debit,2026-01-20,UTR202601200001
STL0002729,pay0000000aa9,ORD0002729,payment,9632.63,192.65,34.68,9405.30,netbanking,2026-01-20,UTR202601200001
STL0002730,pay0000000aaa,ORD0002730,payment,7430.61,148.61,26.75,7255.25,wallet,2026-01-08,UTR202601080001
STL0002731,pay0000000aab,ORD0002731,payment,4282.25,85.65,15.42,4181.18,wallet,2026-01-03,UTR202601030001
STL0002732,pay0000000aac,ORD0002732,payment,8144.70,162.89,29.32,7952.49,card_debit,2026-01-30,UTR202601300001
STL0002733,pay0000000aad,ORD0002733,payment,6997.76,139.96,25.19,6832.61,card_credit,2026-01-16,UTR202601160001
STL0002734,pay0000000aae,ORD0002734,payment,4246.70,84.93,15.29,4146.48,card_credit,2026-01-22,UTR202601220001
STL0002735,pay0000000aaf,ORD0002735,payment,6468.26,129.37,23.29,6315.60,wallet,2026-01-07,UTR202601070001
STL0002736,pay0000000ab0,ORD0002736,payment,1206.78,24.14,4.35,1178.29,card_debit,2026-01-15,UTR202601150001
STL0002737,pay0000000ab1,ORD0002737,payment,8545.08,170.90,30.76,8343.42,card_debit,2026-01-22,UTR202601220001
STL0002738,pay0000000ab2,ORD0002738,payment,2425.69,48.51,8.73,2368.45,netbanking,2026-01-09,UTR202601090001
STL0002739,pay0000000ab3,ORD0002739,payment,2292.31,45.85,8.25,2238.21,card_debit,2026-01-10,UTR202601100001
STL0002740,pay0000000ab4,ORD0002740,payment,8707.87,174.16,31.35,8502.36,card_credit,2026-01-24,UTR202601240001
STL0002741,pay0000000ab5,ORD0002741,payment,1518.97,30.38,5.47,1483.12,card_credit,2026-01-07,UTR202601070001
STL0002742,pay0000000ab6,ORD0002742,payment,3976.21,79.52,14.31,3882.38,netbanking,2026-01-24,UTR202601240001
STL0002743,pay0000000ab7,ORD0002743,payment,8999.22,179.98,32.40,8786.84,card_credit,2026-01-23,UTR202601230001
STL0002744,pay0000000ab8,ORD0002744,payment,6987.01,139.74,25.15,6822.12,card_credit,2026-01-24,UTR202601240001
STL0002745,pay0000000ab9,ORD0002745,payment,2648.57,52.97,9.53,2586.07,upi,2026-01-02,UTR202601020001
STL0002746,pay0000000aba,ORD0002746,payment,8746.87,174.94,31.49,8540.44,card_debit,2026-01-04,UTR202601040001
STL0002747,pay0000000abb,ORD0002747,payment,9246.16,184.92,33.29,9027.95,card_debit,2026-01-12,UTR202601120001
STL0002748,pay0000000abc,ORD0002748,payment,149.36,2.99,0.54,145.83,netbanking,2026-01-19,UTR202601190001
STL0002749,pay0000000abd,ORD0002749,payment,6760.45,135.21,24.34,6600.90,card_credit,2026-01-11,UTR202601110001
STL0002750,pay0000000abe,ORD0002750,payment,4100.68,82.01,14.76,4003.91,netbanking,2026-01-10,UTR202601100001
STL0002751,pay0000000abf,ORD0002751,payment,184.78,3.70,0.67,180.41,netbanking,2026-01-27,UTR202601270001
STL0002752,pay0000000ac0,ORD0002752,payment,9950.90,199.02,35.82,9716.06,upi,2026-01-19,UTR202601190001
STL0002753,pay0000000ac1,ORD0002753,payment,3893.47,77.87,14.02,3801.58,card_credit,2026-01-18,UTR202601180001
STL0002754,,,payment,5420.69,108.41,19.51,5292.77,upi,2026-01-28,UTR202601280001
STL0002755,pay0000000ac3,ORD0002755,payment,1128.22,22.56,4.06,1101.60,wallet,2026-01-09,UTR202601090001
STL0002756,pay0000000ac4,ORD0002756,payment,6028.16,120.56,21.70,5885.90,netbanking,2026-01-27,UTR202601270001
STL0002757,pay0000000ac5,ORD0002757,payment,40.34,0.81,0.15,39.38,wallet,2026-01-08,UTR202601080001
STL0002758,pay0000000ac6,ORD0002758,payment,3583.75,71.68,12.90,3499.17,upi,2026-01-02,UTR202601020001
STL0002759,pay0000000ac7,ORD0002759,payment,7563.98,151.28,27.23,7385.47,card_credit,2026-01-28,UTR202601280001
STL0002760,pay0000000ac8,ORD0002760,payment,6598.93,131.98,23.76,6443.19,netbanking,2026-01-15,UTR202601150001
STL0002761,pay0000000ac9,ORD0002761,payment,9340.02,186.80,33.62,9119.60,card_credit,2026-01-10,UTR202601100001
STL0002762,pay0000000aca,ORD0002762,payment,2533.82,50.68,9.12,2474.02,netbanking,2026-01-19,UTR202601190001
STL0002763,pay0000000acb,ORD0002763,payment,177.29,3.55,0.64,173.10,card_debit,2026-01-26,UTR202601260001
STL0002764,pay0000000acc,ORD0002764,payment,9091.45,181.83,32.73,8876.89,wallet,2026-01-04,UTR202601040001
STL0002765,pay0000000acd,ORD0002765,payment,766.30,15.33,2.76,748.21,card_debit,2026-01-05,UTR202601050001
STL0002766,pay0000000ace,ORD0002766,payment,2295.82,45.92,8.27,2241.63,upi,2026-01-14,UTR202601140001
STL0002767,pay0000000acf,ORD0002767,payment,4295.12,85.90,15.46,4193.76,netbanking,2026-01-07,UTR202601070001
STL0002768,pay0000000ad0,ORD0002768,payment,985.23,19.70,3.55,961.98,upi,2026-01-12,UTR202601120001
STL0002769,pay0000000ad1,ORD0002769,payment,8300.27,166.01,29.88,8104.38,card_credit,2026-01-22,UTR202601220001
STL0002770,pay0000000ad2,ORD0002770,payment,6897.25,137.95,24.83,6734.47,card_debit,2026-01-27,UTR202601270001
STL0002771,pay0000000ad3,ORD0002771,payment,9310.77,186.22,33.52,9091.03,wallet,2026-01-14,UTR202601140001
STL0002772,pay0000000ad4,ORD0002772,payment,6041.38,120.83,21.75,5898.80,card_credit,2026-01-12,UTR202601120001
STL0002773,pay0000000ad5,ORD0002773,payment,7904.21,158.08,28.45,7717.68,upi,2026-01-18,UTR202601180001
STL0002774,pay0000000ad6,ORD0002774,payment,5999.75,120.00,21.60,5858.15,card_debit,2026-01-02,UTR202601020001
STL0002775,pay0000000ad7,ORD0002775,payment,479.00,9.58,1.72,467.70,card_debit,2026-01-25,UTR202601250001
STL0002776,pay0000000ad8,ORD0002776,payment,4837.41,96.75,17.42,4723.24,card_debit,2026-01-05,UTR202601050001
STL0002776X,,,refund,-479.52,0.00,0.00,-479.52,card_debit,2026-01-05,UTR202601050001
STL0002777,pay0000000ad9,ORD0002777,payment,2145.81,42.92,7.73,2095.16,netbanking,2026-01-15,UTR202601150001
STL0002778,pay0000000ada,ORD0002778,payment,668.41,13.37,2.41,652.63,upi,2026-01-29,UTR202601290001
STL0002780,pay0000000adc,ORD0002780,payment,772.69,15.45,2.78,754.46,card_debit,2026-01-07,UTR202601070001
STL0002781,pay0000000add,ORD0002781,payment,1747.61,34.95,6.29,1706.37,wallet,2026-01-12,UTR202601120001
STL0002782,pay0000000ade,ORD0002782,payment,9778.27,195.57,35.20,9547.50,card_debit,2026-01-21,UTR202601210001
STL0002783,pay0000000adf,ORD0002783,payment,6236.36,124.73,22.45,6089.18,card_debit,2026-01-20,UTR202601200001
STL0002784,pay0000000ae0,ORD0002784,payment,8338.20,166.76,30.02,8141.42,wallet,2026-01-17,UTR202601170001
STL0002785,pay0000000ae1,ORD0002785,payment,7695.40,153.91,27.70,7513.79,card_credit,2026-01-28,UTR202601280001
STL0002786,pay0000000ae2,ORD0002786,payment,5619.57,112.39,20.23,5486.95,upi,2026-01-18,UTR202601180001
STL0002787,pay0000000ae3,ORD0002787,payment,1334.37,26.69,4.80,1302.88,wallet,2026-01-05,UTR202601050001
STL0002788,pay0000000ae4,ORD0002788,payment,1191.61,23.83,4.29,1163.49,wallet,2026-01-21,UTR202601210001
STL0002789,pay0000000ae5,ORD0002789,payment,8568.76,171.38,30.85,8366.53,wallet,2026-01-06,UTR202601060001
STL0002790,pay0000000ae6,ORD0002790,payment,8382.52,167.65,30.18,8184.69,wallet,2026-01-06,UTR202601060001
STL0002791,pay0000000ae7,ORD0002791,payment,5705.79,114.12,20.54,5571.13,upi,2026-01-06,UTR202601060001
STL0002792,pay0000000ae8,ORD0002792,payment,5641.79,112.84,20.31,5508.64,wallet,2026-01-05,UTR202601050001
STL0002793,pay0000000ae9,ORD0002793,payment,1874.71,37.49,6.75,1830.47,card_debit,2026-01-03,UTR202601030001
STL0002794,pay0000000aea,ORD0002794,payment,2317.19,46.34,8.34,2262.51,wallet,2026-01-24,UTR202601240001
STL0002795,pay0000000aeb,ORD0002795,payment,4431.27,88.63,15.95,4326.69,netbanking,2026-01-26,UTR202601260001
